model_name,model_short,primitive,emotion,combo,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
llama3.2:1b,llama,not,Anxiety,not × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,Anxious notness,0.2,False
llama3.2:1b,llama,not,Anxiety,not × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,uncertainty,0.0,False
llama3.2:1b,llama,not,Anxiety,not × Anxiety,3,0,0,2,0,0,2,0,0.6,Anxiety,Uncertainty and fear of the unknown,0.0,False
llama3.2:1b,llama,not,Calmness,not × Calmness,1,0,0,0,0,0,0,0,0.0,calmness,rest,0.0,False
llama3.2:1b,llama,not,Calmness,not × Calmness,2,0,0,0,0,0,0,0,0.0,Notness,Being calm,0.0,False
llama3.2:1b,llama,not,Calmness,not × Calmness,3,0,0,0,0,0,0,0,0.0,not,not,0.0,False
llama3.2:1b,llama,maybe,Hope,maybe × Hope,1,2,8,6,7,9,5,4,5.6,Hopeful optimism,Hope amidst uncertainty,0.8,False
llama3.2:1b,llama,maybe,Hope,maybe × Hope,2,4,6,9,8,8,7,5,6.75,Hopeful Possibility,Hope in uncertain times,0.6,False
llama3.2:1b,llama,maybe,Hope,maybe × Hope,3,2,4,9,6,7,8,3,5.6,Hopeful optimism,Hope for better times ahead,0.8,False
llama3.2:1b,llama,maybe,Anxiety,maybe × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,maybe,0.0,False
llama3.2:1b,llama,maybe,Anxiety,maybe × Anxiety,2,1,1,0,0,0,0,0,0.35,Anxiety,Possible uncertainty,0.0,False
llama3.2:1b,llama,maybe,Anxiety,maybe × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,Anxiety of Uncertainty,0.2,False
llama3.2:1b,llama,maybe,Curiosity,maybe × Curiosity,1,5,8,9,6,8,7,9,7.1,incredulity,Maybe,0.2,False
llama3.2:1b,llama,maybe,Curiosity,maybe × Curiosity,2,0,2,0,0,0,0,0,0.2,ambivalence,Perhaps or maybe,0.0,False
llama3.2:1b,llama,maybe,Curiosity,maybe × Curiosity,3,2,9,5,6,4,3,8,4.6,Curiosity,Maybe,0.4,False
llama3.2:1b,llama,if,Hope,if × Hope,1,1,6,7,4,8,9,3,5.1,Hopeful future,Hopes for a better tomorrow,0.3,False
llama3.2:1b,llama,if,Hope,if × Hope,2,0,5,2,4,6,9,8,3.7,Hopeful optimism,Hope and renewal,0.7,False
llama3.2:1b,llama,if,Hope,if × Hope,3,8,7,6,5,4,3,9,6.0,Hopeful Horizon,Hope for a Brighter Tomorrow,0.2,False
llama3.2:1b,llama,if,Anxiety,if × Anxiety,1,2,2,4,6,7,8,4,4.45,Anxiety,Anxious feelings,0.5,False
llama3.2:1b,llama,if,Anxiety,if × Anxiety,2,8,2,7,4,9,3,6,6.15,anxiety,worried thoughts,0.5,False
llama3.2:1b,llama,if,Anxiety,if × Anxiety,3,0,0,0,5,0,0,0,0.75,anxiety,Anxiety and Uncertainty,0.0,False
llama3.2:1b,llama,if,Curiosity,if × Curiosity,1,0,0,0,0,0,0,0,0.0,curiosity,curiosity and if,0.0,False
llama3.2:1b,llama,if,Curiosity,if × Curiosity,2,2,10,9,7,8,6,3,6.3,Curiosity,Curiosity about the future,0.5,False
llama3.2:1b,llama,if,Curiosity,if × Curiosity,3,0,0,2,4,9,6,8,3.35,Curiosity,Exploration,0.2,False
llama3.2:1b,llama,very,Awe,very × Awe,1,0,0,0,0,0,0,0,0.0,awe,Awe of the universe's vastness,0.2,False
llama3.2:1b,llama,very,Awe,very × Awe,2,0,0,0,0,0,0,0,0.0,Awe,The vastness of the universe,0.0,False
llama3.2:1b,llama,very,Awe,very × Awe,3,0,10,10,8,9,7,5,6.5,Awe,The vastness of nature,0.2,False
llama3.2:1b,llama,very,Excitement,very × Excitement,1,0,8,0,0,0,0,0,0.8,excitement,very,0.0,False
llama3.2:1b,llama,very,Excitement,very × Excitement,2,0,0,0,5,8,9,6,3.15,excitement,enthusiasm,0.75,False
llama3.2:1b,llama,very,Excitement,very × Excitement,3,0,0,0,0,0,0,0,0.0,exhilaration,Euphoria,0.0,False
llama3.2:1b,llama,very,Fear,very × Fear,1,0,0,0,0,0,0,0,0.0,fear,Fear of the unknown,0.0,False
llama3.2:1b,llama,very,Fear,very × Fear,2,0,0,0,0,0,0,0,0.0,Fear,intense dread,0.0,False
llama3.2:1b,llama,very,Fear,very × Fear,3,0,2,6,0,0,4,0,1.8,fear,Fear of the unknown,0.0,False
llama3.2:1b,llama,more,Interest,more × Interest,1,2,9,10,6,8,9,4,6.6,enthusiasm,Interest,0.4,False
llama3.2:1b,llama,more,Interest,more × Interest,2,5,9,8,6,4,9,7,6.5,enthusiasm,More Interest,0.8,False
llama3.2:1b,llama,more,Interest,more × Interest,3,5,9,9,6,3,4,8,6.1,unified sense of wonder,"Exploration, discovery, growth",0.0,False
llama3.2:1b,llama,more,Craving,more × Craving,1,0,0,8,4,3,2,9,3.3,craving,I crave more,0.0,False
llama3.2:1b,llama,more,Craving,more × Craving,2,1,10,9,7,4,6,2,5.4,Craving,Craving for more,0.4,False
llama3.2:1b,llama,more,Craving,more × Craving,3,0,0,1,0,0,1,0,0.3,Craving,Craving for more,0.0,False
llama3.2:1b,llama,more,Excitement,more × Excitement,1,5,8,9,6,4,7,9,6.5,Unbridled Thrill,Epic Exuberance,0.8,False
llama3.2:1b,llama,more,Excitement,more × Excitement,2,5,8,9,7,9,8,9,7.5,Elevated state of enthusiasm,Overwhelming sense of excitement and joy,0.2,False
llama3.2:1b,llama,more,Excitement,more × Excitement,3,10,10,10,9,8,7,6,9.05,broadened perception,Infinite possibilities and endless opportunities,0.0,False
llama3.2:1b,llama,more,Envy,more × Envy,1,2,9,8,5,7,6,4,5.6,envy,hunger for something or someone that belongs to or is more than yourself,0.8,False
llama3.2:1b,llama,more,Envy,more × Envy,2,0,0,0,0,0,0,0,0.0,envy,Lack of more,0.0,False
llama3.2:1b,llama,more,Envy,more × Envy,3,2,7,9,6,8,3,2,5.5,Envy,More,0.5,False
